Bank_Name,Cust_Name,Account_No,Loan_Type,Due_Amount,Due_Date,Priority,Recovered_by_Agent,Recovered_by_AI,Recovered_by_Field_Agent,Recovered_Date,Recovered_Amount,Remaining_Due_Amount
HDFC Bank,Carl Patrick MD,XXXX8102,House,404827.71,29-12-2024,High,1,,,24-09-2024,190212.2,14725.75
HDFC Bank,Sonia Jenkins,XXXX1270,House,55808.64,12-11-2024,Low,1,,,21-10-2024,,0
HDFC Bank,Dawn Colon,XXXX9289,Car,343158.19,19-02-2024,Medium,1,,,01-09-2024,443513.9,23474.03
Kotak Mahindra,Louis Henry,XXXX1409,Car,376804.36,27-09-2024,High,,1,,19-11-2024,,0
Axis Bank,Patrick Scott,XXXX4881,House,94876.87,10-10-2024,Low,1,,,21-03-2024,,0
Kotak Mahindra,Kimberly Arroyo,XXXX2431,Car,306657.21,10-11-2023,Medium,,1,,16-07-2023,,0
SBI,Dominique Hill,XXXX5467,Car,232391.69,16-02-2025,High,1,,,29-09-2025,134062,12267.55
Axis Bank,Gary Adkins,XXXX8607,Car,402691.69,11-01-2025,Medium,,1,,28-11-2025,362765.9,15354
Kotak Mahindra,Allison Austin,XXXX2912,House,393226.41,21-04-2024,Low,,,1,01-02-2024,,0
HDFC Bank,Christian Harrison,XXXX6740,Car,151010.82,31-01-2025,Low,,1,,24-03-2025,,0
Kotak Mahindra,Alan Miller,XXXX7083,House,219765.27,06-09-2023,Medium,,1,,19-03-2023,132315.73,3288.31
HDFC Bank,Andrea Ball,XXXX5890,Car,264981.58,08-03-2024,High,1,,,12-03-2024,81548.42,2455.84
SBI,Scott Gonzalez,XXXX6686,House,363369.37,18-10-2023,Medium,1,,,19-01-2023,380285.02,11345.53
HDFC Bank,Jorge Gonzalez,XXXX2926,Car,109415.76,19-04-2025,Low,1,,,02-05-2025,256165.64,15075.41
HDFC Bank,Andrew Watson,XXXX1995,House,109282.15,25-07-2025,Low,,1,,11-12-2025,,0
ICICI Bank,Rachael Harris,XXXX6760,Car,321459.31,21-12-2023,High,,1,,03-05-2023,75676.32,3029.7
SBI,Kathryn Pitts,XXXX6742,Car,459131.75,23-07-2024,High,,1,,27-09-2024,253970.99,27821.03
SBI,Steven Garner,XXXX7167,Car,380380.41,06-09-2023,Medium,,1,,06-08-2023,,0
ICICI Bank,Shane Davis,XXXX8732,House,213431.77,04-12-2024,Low,,,1,01-09-2024,329699.91,15164.41
ICICI Bank,Kenneth Carroll,XXXX9093,Car,164750.09,20-11-2023,Medium,,1,,07-03-2023,,0
HDFC Bank,Richard Williamson,XXXX6240,Car,170121.9,26-12-2024,Medium,,1,,24-10-2024,138636.11,11957.39
Axis Bank,Kristen Hurst,XXXX8337,House,54588.89,10-11-2023,Medium,,1,,31-07-2023,,0
ICICI Bank,Corey Robinson,XXXX6278,House,270505.54,25-04-2024,Medium,1,,,26-05-2024,125554.63,6326.49
HDFC Bank,Philip Horton,XXXX7596,Car,372260.1,27-10-2024,Medium,,1,,22-05-2024,76254.62,8273.82
Kotak Mahindra,Jamie Thomas,XXXX7330,Car,145758.71,19-07-2025,Medium,1,,,14-04-2025,419273.25,6770.17
Axis Bank,Edward Stephens,XXXX7469,Car,266851.19,30-11-2023,Low,1,,,05-12-2023,,0
SBI,Lauren Jones,XXXX8102,Car,385264.18,05-12-2023,Low,,1,,11-07-2023,77136.1,6345.3
HDFC Bank,Thomas Day,XXXX3229,Car,496194.03,16-01-2024,High,1,,,31-08-2024,385848.91,11427.68
Kotak Mahindra,Steven Bishop,XXXX4226,Car,154300.72,21-07-2025,High,1,,,17-02-2025,236543.5,2631.35
ICICI Bank,Allison Jimenez,XXXX3091,House,270392.24,25-12-2023,Low,1,,,29-03-2023,116563.68,4424.04
SBI,Rachel Maldonado,XXXX5984,House,262442.79,17-07-2024,Low,1,,,28-06-2024,272895.26,5414.59
SBI,Tiffany Frazier,XXXX1213,Car,447723.36,29-03-2024,Medium,1,,,06-01-2024,214471.43,1043.91
Axis Bank,Crystal Smith,XXXX9790,Car,159368.71,10-11-2023,Low,1,,,13-10-2023,129840.27,14244
Axis Bank,Catherine Collier,XXXX2496,House,401811.69,17-09-2023,Medium,,1,,03-01-2023,,0
ICICI Bank,Angel Cervantes,XXXX8853,Car,341242.95,30-10-2024,High,,1,,21-03-2024,,0
ICICI Bank,Joel Weiss,XXXX6525,Car,266288.87,14-10-2024,Low,1,,,10-11-2024,201145.18,8065.42
Kotak Mahindra,Beth Patel,XXXX1464,Car,176410.06,31-10-2023,High,1,,,09-05-2023,474329.26,2168.63
Axis Bank,Mr. Nicholas Perkins,XXXX6882,House,93050.24,13-01-2025,Low,,1,,29-04-2025,97250.62,3024.2
HDFC Bank,Jacob Mclaughlin,XXXX2429,Car,114876.83,17-03-2025,Low,1,,,27-04-2025,440110.83,37613.54
HDFC Bank,Tara Tucker,XXXX9688,Car,299852.35,15-09-2023,High,,1,,18-10-2023,467906.89,1029.32
Kotak Mahindra,Crystal Wallace,XXXX6723,House,108171.86,21-03-2025,High,,1,,19-05-2025,155417.74,5760.49
ICICI Bank,Gabriela Coleman,XXXX4650,Car,84132.66,21-02-2024,High,,1,,29-05-2024,83831.72,5278.92
SBI,Brian Anderson,XXXX3338,Car,214882.46,17-06-2024,Medium,,1,,26-04-2024,,0
SBI,David Harris,XXXX9017,House,447179.34,15-03-2024,Low,1,,,23-10-2024,456561.86,1856.16
Axis Bank,Angela Bush,XXXX6496,Car,398582.68,15-02-2025,High,1,,,12-08-2025,53495.79,4467.24
ICICI Bank,James Hurst MD,XXXX6791,Car,97318.5,12-01-2024,Medium,1,,,24-02-2024,153909.11,10449.18
Axis Bank,William Williams,XXXX7412,Car,455784.11,10-10-2023,Medium,,1,,21-04-2023,,0
ICICI Bank,Hunter Allen,XXXX2718,Car,348741.74,01-01-2024,Low,,1,,30-05-2024,111858.76,10182.43
SBI,Michael Thompson DVM,XXXX1276,House,498755.96,12-05-2024,High,,,1,06-02-2024,,0
HDFC Bank,Bradley Wu,XXXX4303,House,363842.86,09-04-2025,High,,1,,23-05-2025,,0
SBI,Elizabeth Patel,XXXX3343,House,460470.95,31-05-2024,Low,,1,,08-01-2024,,0
ICICI Bank,Jesse Butler,XXXX1933,House,50877.48,10-02-2025,Low,1,,,20-02-2025,204589.83,11708.2
Kotak Mahindra,Thomas Robinson,XXXX8637,House,53146.08,30-11-2024,Low,,1,,15-06-2024,153600.22,15350.85
Kotak Mahindra,Mike Davis,XXXX4128,Car,495307.32,01-03-2024,Medium,1,,,18-01-2024,373615.56,32645.34
HDFC Bank,Timothy Carroll,XXXX4269,Car,134975.91,12-03-2024,Low,1,,,06-10-2024,384460.49,19284.83
ICICI Bank,Matthew Byrd,XXXX2492,House,98701.57,20-10-2024,Low,1,,,19-02-2024,,0
Kotak Mahindra,Robyn Rasmussen,XXXX3124,House,431993.19,02-05-2024,Medium,1,,,05-06-2024,399326.65,19768.25
SBI,Julie Gill,XXXX4278,House,475450.42,09-06-2024,High,1,,,10-10-2024,407329.48,21495.93
HDFC Bank,Vincent Ross,XXXX6308,House,425869.33,30-04-2025,Medium,,,1,07-05-2025,104424.16,11013.98
HDFC Bank,Sarah Moore,XXXX7546,House,252763.33,01-01-2025,Medium,1,,,27-07-2025,,0
ICICI Bank,David Green,XXXX5651,House,102163.4,22-01-2024,Low,,,1,07-07-2024,,0
SBI,Steven Carr,XXXX5575,Car,157719.65,21-10-2024,High,1,,,05-06-2024,,0
HDFC Bank,Ryan Herrera,XXXX2398,Car,237887.84,14-09-2023,Medium,1,,,06-06-2023,408237.65,43212.59
SBI,Jacqueline Perez,XXXX2892,Car,433731.98,17-03-2025,Medium,1,,,07-10-2025,377483.9,11049.07
HDFC Bank,Corey Dixon,XXXX4497,House,444931.52,06-07-2025,Medium,,1,,31-07-2025,138917.96,1869.7
ICICI Bank,Jeffrey Rodriguez,XXXX3803,House,465080.06,10-07-2025,High,,1,,25-12-2025,298969.7,3048.71
Axis Bank,Jennifer Bridges,XXXX9973,Car,119519.09,29-05-2025,High,1,,,07-03-2025,281348.96,29385.36
ICICI Bank,Joanna Lee,XXXX3414,House,213522.54,25-02-2025,High,,1,,09-10-2025,,0
Axis Bank,Lauren Davis,XXXX3971,Car,417277.59,26-01-2025,Low,1,,,29-12-2025,151216.33,9829.68
HDFC Bank,Samantha Lin,XXXX2632,Car,323283.79,30-05-2024,High,,1,,15-02-2024,137705.07,13913.29
HDFC Bank,Cody Miller,XXXX7713,Car,271638.01,20-05-2025,Medium,1,,,06-09-2025,299065.88,3598.73
SBI,Christopher Park,XXXX5967,Car,194840.7,06-09-2024,High,,1,,08-12-2024,306382.23,15202.52
HDFC Bank,Alicia Herrera,XXXX5168,House,278457.16,23-04-2025,Low,1,,,13-05-2025,,0
Axis Bank,Lisa Levy MD,XXXX9755,Car,197339.63,10-11-2024,Low,,1,,04-11-2024,,0
SBI,Michael Whitehead,XXXX7347,House,123569.62,16-03-2025,High,,,1,24-10-2025,273369.52,734.71
Axis Bank,Bernard Rice,XXXX8241,Car,79480.06,26-05-2025,Low,,1,,17-12-2025,,0
HDFC Bank,Paul Brown,XXXX6106,Car,297500.48,15-12-2024,High,,1,,30-05-2024,341568.52,35637.64
SBI,Gary Mcdaniel,XXXX4868,Car,268132.77,18-06-2024,Low,1,,,04-07-2024,128605.28,12087.91
Axis Bank,Tracy Ramirez,XXXX9222,House,245126.08,11-07-2024,High,1,,,22-01-2024,456108.85,7185.67
Kotak Mahindra,Wendy Rodgers,XXXX5172,Car,483129.54,07-02-2024,Low,,1,,15-12-2024,401741.25,18669.22
Kotak Mahindra,David Blevins,XXXX7280,Car,75551.02,29-10-2024,High,1,,,03-12-2024,324383.69,33224.67
Kotak Mahindra,Jacqueline Alexander,XXXX9709,Car,157505.01,29-02-2024,Low,1,,,06-08-2024,260609.32,3462.94
HDFC Bank,Steven Mckinney,XXXX9094,House,114519.04,16-12-2024,Low,,1,,17-11-2024,362271.94,18864.7
SBI,David Barr,XXXX1203,Car,93530.09,12-11-2023,Low,,1,,08-04-2023,342376.84,28017.14
ICICI Bank,Danielle Mcgrath,XXXX5401,Car,240519.34,28-02-2024,Medium,1,,,24-07-2024,,0
Kotak Mahindra,Peggy Savage,XXXX8806,Car,230496.29,17-06-2025,High,,,1,09-06-2025,,0
Kotak Mahindra,Jermaine Mccarthy,XXXX7480,House,244922.98,04-09-2024,Low,,1,,26-07-2024,403246.26,16534.59
Axis Bank,Jack Arellano,XXXX1709,House,206288.26,12-03-2025,Medium,1,,,19-08-2025,409378.34,42724.09
ICICI Bank,Dr. Samuel Lopez,XXXX4869,Car,449781.31,06-09-2023,Medium,,1,,22-11-2023,100821.26,1022.41
SBI,Cheryl Schroeder,XXXX1965,Car,187817.59,24-07-2024,High,,1,,05-09-2024,453719.75,29985.73
ICICI Bank,Karen Guerrero,XXXX6234,House,327781.16,29-08-2024,Low,,1,,20-08-2024,,0
HDFC Bank,Debra Harris,XXXX8098,House,420930.21,03-08-2025,Low,,1,,14-02-2025,,0
Axis Bank,Jennifer Page,XXXX9602,House,328784.64,01-06-2025,Medium,,,1,10-06-2025,145523.59,11709.49
HDFC Bank,Anne Haney,XXXX1969,House,123971.96,04-09-2023,High,1,,,05-12-2023,,0
Kotak Mahindra,Scott Sutton,XXXX4668,House,210799.94,29-11-2024,Low,1,,,13-01-2024,,0
SBI,Steven Walls,XXXX3300,Car,297550.67,16-12-2024,Low,1,,,24-03-2024,259505.89,15624.55
Axis Bank,Alan Curtis,XXXX1873,House,191274.62,01-04-2024,Medium,,1,,21-11-2024,238911.98,26458.64
ICICI Bank,Sean Howard,XXXX2206,Car,450939.12,18-01-2024,High,1,,,25-11-2024,,0
SBI,Jeffery Gonzales,XXXX2570,House,94528.24,13-02-2025,Low,1,,,30-01-2025,204673.42,7139.61
HDFC Bank,Julie Leonard,XXXX4676,House,486635.13,08-01-2024,High,1,,,11-03-2024,315468.15,5901.65
ICICI Bank,Lance Barnes,XXXX2592,Car,478415.95,22-07-2025,High,,1,,20-07-2025,458716,40551.9
Kotak Mahindra,William Kirby,XXXX8766,House,382486.74,01-02-2025,Medium,1,,,05-11-2025,169762.88,3604.12
HDFC Bank,Lindsay Parks,XXXX6121,House,354327.05,20-09-2024,Low,,1,,07-05-2024,121853.06,1607.67
HDFC Bank,Kimberly Gonzalez,XXXX3971,House,356391.89,20-01-2024,High,,1,,12-08-2024,68719.19,715.09
ICICI Bank,Rachel Lopez MD,XXXX6095,House,169119.64,07-08-2023,Low,1,,,16-03-2023,100619.99,9244.65
ICICI Bank,Veronica Nguyen,XXXX5643,Car,168524.63,26-08-2024,Medium,1,,,18-07-2024,290199.22,15392.58
SBI,Gary Nelson,XXXX3579,House,480898.2,18-02-2025,Low,1,,,12-11-2025,,0
SBI,Kathryn White,XXXX2793,House,180629.41,02-05-2025,Low,1,,,15-01-2025,133273.52,8347.06
ICICI Bank,Erik Johnson,XXXX5831,House,383657.43,28-09-2024,Medium,1,,,10-03-2024,,0
SBI,Denise Shah,XXXX6379,House,462905.38,23-01-2024,Medium,1,,,13-10-2024,,0
SBI,Robert Maynard,XXXX9938,Car,365686.86,15-12-2023,Low,,,1,23-02-2023,193939.01,20426.63
Kotak Mahindra,Mary Johnson,XXXX7013,Car,479254.75,23-02-2024,High,,1,,23-08-2024,305148.51,18755.58
SBI,Geoffrey Randolph Jr.,XXXX1747,Car,358049.43,29-08-2023,Medium,1,,,02-09-2023,146467.2,6500.95
HDFC Bank,Connie Snyder,XXXX6574,House,213218.64,15-01-2025,Low,,1,,24-11-2025,220124.98,6662.45
Axis Bank,Ronald Nelson,XXXX5982,House,223181.51,10-09-2024,High,1,,,15-03-2024,,0
HDFC Bank,Jeffrey Moore,XXXX9661,House,235931.82,20-06-2025,Low,1,,,14-04-2025,337904.3,36539.25
Kotak Mahindra,Andres Smith,XXXX8260,House,331650.56,26-12-2024,Medium,,1,,11-04-2024,233109.68,20663.85
HDFC Bank,Arthur Guerrero,XXXX1631,Car,423345.88,29-11-2024,Medium,,1,,16-05-2024,,0
Axis Bank,Lisa Woods,XXXX8438,Car,399500.42,22-02-2024,Medium,,,1,15-07-2024,,0
SBI,Cynthia Gomez,XXXX4988,House,392890.9,02-01-2024,Low,1,,,25-01-2024,326734.21,24965.2
HDFC Bank,Danielle Reese,XXXX4046,House,174720.75,09-10-2024,Medium,1,,,18-01-2024,233826.53,4212.18
ICICI Bank,Teresa Galvan,XXXX9055,Car,153437.7,17-08-2023,Medium,,1,,15-09-2023,163086.37,4350.02
SBI,Joseph Jackson,XXXX7177,House,378642.4,12-02-2025,High,1,,,09-07-2025,184404.16,17100.98
SBI,Derrick Rice,XXXX6980,House,362747.17,18-06-2024,Low,,,1,11-09-2024,262156.07,5276.47
Axis Bank,Stacey Moore,XXXX2808,Car,71492.47,16-11-2024,Low,1,,,03-12-2024,208360.49,10072.16
Kotak Mahindra,Candice James,XXXX3551,Car,102197.46,09-03-2025,High,,1,,08-01-2025,,0
ICICI Bank,Mark Ramos,XXXX8132,Car,174694.86,07-07-2025,Medium,1,,,24-07-2025,352273.24,26482.45
HDFC Bank,Lisa Thompson,XXXX1289,House,325630.14,22-03-2024,High,1,,,24-08-2024,,0
Axis Bank,Jordan Avila,XXXX9408,Car,138847.27,11-07-2024,High,1,,,08-11-2024,169819.48,14119.29
Axis Bank,Brenda Nelson,XXXX5938,House,421155.46,30-03-2024,Medium,,1,,22-10-2024,82674.8,3842.11
Axis Bank,Emily Roberts,XXXX1461,Car,176247.55,24-11-2023,High,1,,,04-01-2023,78471.44,6417.48
ICICI Bank,Karina Johnson,XXXX3281,House,364676.86,29-05-2024,Low,1,,,01-10-2024,222191.8,14415.78
Kotak Mahindra,Dr. Brianna Short,XXXX3657,House,148024.59,01-07-2024,High,,,1,18-07-2024,249385.85,685.62
Kotak Mahindra,Ashley Powell,XXXX3241,House,167140.9,23-03-2025,Medium,1,,,02-11-2025,281023.49,11498.18
ICICI Bank,Bradley Richardson,XXXX2517,House,358354.5,10-11-2024,Medium,1,,,20-11-2024,268642.03,15009.29
ICICI Bank,Joseph Hughes,XXXX1290,Car,254848.95,16-04-2024,Low,1,,,29-04-2024,94729.98,7061.23
ICICI Bank,Emily Valdez,XXXX1441,House,232133.69,28-11-2024,Medium,1,,,05-04-2024,,0
ICICI Bank,Charles Long,XXXX1967,Car,224280.09,19-10-2023,Low,,1,,20-07-2023,445998.88,7606.63
HDFC Bank,Ray Butler,XXXX1999,Car,392885.5,18-03-2024,Medium,1,,,21-06-2024,,0
HDFC Bank,Todd Serrano,XXXX7559,House,149568.5,03-06-2024,Low,1,,,09-02-2024,396274.99,22103.25
SBI,Amy Floyd,XXXX7009,House,227022.44,06-06-2025,Low,1,,,09-09-2025,361403.9,2877.3
ICICI Bank,Sandra Powell,XXXX7539,House,365702.83,04-08-2024,Medium,,1,,14-04-2024,,0
Kotak Mahindra,Terry Oconnor,XXXX8460,Car,475381.95,16-11-2023,Low,1,,,06-12-2023,,0
HDFC Bank,Diane French,XXXX6911,Car,302881.15,25-01-2024,Medium,,1,,25-02-2024,247193.95,3951.07
Axis Bank,Benjamin Alexander,XXXX3615,Car,69639.4,13-11-2024,Low,,1,,05-01-2024,289955.67,3074.05
Axis Bank,Darrell Jenkins,XXXX2420,House,96443.56,15-04-2024,High,1,,,14-05-2024,167603.4,4947.06
ICICI Bank,Willie Williams,XXXX3157,House,352898.05,11-02-2025,Low,1,,,14-07-2025,455338.93,1715.11
HDFC Bank,Christopher Wolf,XXXX8341,House,165406.78,05-04-2024,Low,1,,,29-07-2024,337461.74,3614.23
Axis Bank,Jennifer Hall,XXXX2012,Car,184269.49,01-04-2024,Low,1,,,21-12-2024,,0
SBI,Renee Hall,XXXX3376,Car,257584.45,23-07-2025,Medium,1,,,07-11-2025,,0
SBI,Bryan Long,XXXX2722,Car,286517.57,29-12-2024,Low,1,,,16-11-2024,440616.67,8630.11
Kotak Mahindra,Anthony Myers,XXXX8979,House,315682.82,06-03-2024,Medium,1,,,21-07-2024,175547.53,8790.03
Axis Bank,John Williams DDS,XXXX5532,House,468604.13,18-11-2023,Low,1,,,06-06-2023,331509.54,19802.48
Axis Bank,Haley Henry,XXXX9341,House,305868,10-09-2023,Medium,1,,,11-03-2023,316241.51,33205
Kotak Mahindra,Amy Wright,XXXX7660,Car,237520.24,18-05-2024,High,,1,,08-07-2024,408161.94,43360.9
HDFC Bank,Michelle Gomez,XXXX3024,Car,110367.38,24-01-2024,Low,,1,,21-02-2024,479063.19,18757.01
Kotak Mahindra,Mary Jones,XXXX2772,House,77810.85,30-07-2025,Medium,,1,,01-07-2025,101033.64,3525.78
Kotak Mahindra,Joshua Black,XXXX1104,House,365786.36,28-11-2023,Low,,1,,23-03-2023,,0
SBI,Julie Green,XXXX4054,House,94118.15,07-11-2023,Medium,,1,,15-10-2023,,0
Kotak Mahindra,Keith Lindsey,XXXX7164,Car,344369.93,20-11-2024,Low,1,,,14-04-2024,291957.85,14179.4
ICICI Bank,Deborah Dominguez,XXXX2750,Car,373507.71,22-04-2025,Medium,,1,,14-06-2025,,0
Axis Bank,Alicia Mitchell,XXXX2925,House,159543.69,21-01-2024,Medium,1,,,28-12-2024,326940.18,16035.09
HDFC Bank,Margaret Walton,XXXX5207,House,225241.63,29-06-2025,Low,,1,,21-10-2025,397094.6,9341.65
SBI,Jo Hill,XXXX8498,Car,474911.81,03-05-2025,Low,1,,,10-08-2025,168329.97,1323.3
SBI,Adam Harrison,XXXX3369,Car,341276.95,26-02-2025,Low,1,,,12-12-2025,464547.49,7461.56
HDFC Bank,Kyle Ferrell,XXXX6683,House,312240.49,10-08-2024,High,1,,,04-03-2024,432615.54,36215.82
Axis Bank,Timothy Ford,XXXX3420,House,257240.5,09-12-2024,High,,1,,15-08-2024,327137.35,6137.83
SBI,Frank Bates,XXXX2987,Car,468267.43,08-08-2024,Medium,1,,,05-12-2024,389400.45,5414.64
Axis Bank,Gabriella Mcpherson,XXXX7803,House,147444.3,14-04-2025,High,1,,,16-01-2025,333450.39,4230.76
Axis Bank,Kayla Velazquez,XXXX5646,Car,389352.11,03-04-2024,Medium,,1,,23-01-2024,,0
ICICI Bank,Laurie Jensen,XXXX6742,Car,337773.22,20-08-2023,Medium,1,,,20-04-2023,,0
SBI,Michael Martinez,XXXX7617,Car,125685.08,07-02-2025,Low,,1,,05-03-2025,338252.42,31740.35
Kotak Mahindra,Ashley Acosta,XXXX2371,House,62120.82,30-12-2024,Medium,,1,,16-01-2024,,0
Kotak Mahindra,Andrew Lozano,XXXX7587,House,194008.21,04-02-2024,Low,1,,,24-01-2024,,0
Kotak Mahindra,Samantha Smith,XXXX7794,Car,150813.7,23-08-2024,High,1,,,31-05-2024,77317.12,2772.04
Kotak Mahindra,Jeffrey King,XXXX8978,House,105690.16,08-03-2024,High,,1,,07-02-2024,133812.3,1095.21
ICICI Bank,Johnathan Long,XXXX7754,House,259133.49,18-01-2024,Medium,1,,,11-06-2024,49232.27,2161.17
Axis Bank,Jonathan Burns,XXXX7979,Car,193918.09,30-01-2025,High,,1,,15-07-2025,173933.4,15356.69
ICICI Bank,Valerie Hernandez,XXXX7985,Car,394682.08,25-01-2024,High,,1,,10-09-2024,411665.72,10662.84
SBI,Edward Carroll,XXXX1132,House,340437.34,15-06-2025,Low,,1,,18-02-2025,462751.34,29342.36
ICICI Bank,Tyler Walker MD,XXXX7030,House,161042.73,22-02-2025,Low,1,,,16-11-2025,354556.52,12353.73
ICICI Bank,Richard Bonilla,XXXX4464,House,136263.31,02-05-2024,Low,1,,,05-08-2024,300258.05,3620.56
HDFC Bank,Alexis Peters,XXXX7740,House,232957.94,19-08-2023,High,1,,,06-01-2023,134810.99,6617.42
HDFC Bank,April Walton,XXXX3102,Car,283024.98,07-10-2024,High,1,,,28-02-2024,,0
Kotak Mahindra,Jacob Stephens,XXXX4259,Car,234888.4,09-11-2023,Low,,1,,19-05-2023,78110.47,8675.85
Kotak Mahindra,Catherine Clark,XXXX3956,Car,88175.74,18-01-2025,High,,1,,25-05-2025,,0
ICICI Bank,Jason Hull,XXXX5673,Car,153413.56,03-02-2025,Medium,,1,,26-04-2025,399826.51,18995.32
SBI,Benjamin Dalton,XXXX3532,House,277194.32,28-08-2023,Medium,1,,,22-11-2023,375649.43,33236.03
SBI,Tiffany Mcconnell,XXXX9839,House,202265.07,03-11-2023,Medium,1,,,06-03-2023,457735.54,31877.75
ICICI Bank,Mark Church,XXXX6520,House,306028.43,12-03-2024,Low,,1,,13-12-2024,111653.58,2452.88
HDFC Bank,Michael Hudson,XXXX9625,House,118795.82,20-10-2024,High,1,,,27-07-2024,,0
ICICI Bank,Jonathan Williams,XXXX1178,House,210806.05,30-05-2024,High,,1,,17-09-2024,459148.48,26573.72
HDFC Bank,Brittany Bass,XXXX9269,Car,271857.02,02-05-2025,High,,1,,19-05-2025,,0
Kotak Mahindra,Eric Cooper,XXXX9297,House,306278.16,23-07-2024,High,,1,,18-11-2024,,0
ICICI Bank,Laura Lopez,XXXX6510,Car,280532.25,20-10-2024,High,,1,,28-11-2024,147274.43,11740.99
HDFC Bank,Jack Garcia,XXXX2812,House,147125.39,26-06-2025,Medium,1,,,05-08-2025,,0
Axis Bank,Robert Dixon,XXXX7420,House,404753.28,17-12-2023,High,1,,,14-02-2023,184373.65,2309.07
ICICI Bank,Joseph Carter,XXXX9229,Car,342270.33,14-10-2023,High,1,,,08-06-2023,359906.54,19369.25
ICICI Bank,Zoe Montoya,XXXX6635,House,218450.54,09-01-2024,Medium,,1,,03-05-2024,,0
Kotak Mahindra,Joseph Allen,XXXX4326,Car,53420.99,25-02-2024,Low,,1,,25-07-2024,414746.13,27864.94
Axis Bank,Ralph Rangel,XXXX2445,House,53496.77,03-11-2024,Medium,,1,,03-03-2024,127652.03,10748.8
Kotak Mahindra,Benjamin Nolan,XXXX4522,House,116144.45,10-02-2024,Medium,1,,,21-05-2024,70485.68,5344.08
ICICI Bank,Darlene Franco,XXXX3689,House,416204.72,31-01-2024,Medium,1,,,01-09-2024,204245.53,531.88
Kotak Mahindra,Tamara Colon,XXXX6498,Car,295189.92,16-11-2023,Medium,1,,,08-03-2023,126769.65,11552.78
ICICI Bank,Andrew Weaver,XXXX3976,House,384326.68,23-04-2024,Low,1,,,17-08-2024,246350.64,1219.37
SBI,Patricia Holland,XXXX8506,House,481103.04,22-09-2024,High,,1,,22-10-2024,204621.34,20551.69
Kotak Mahindra,Adriana Vincent,XXXX8492,House,92930.64,24-02-2024,Medium,,1,,24-11-2024,134884.38,13900.3
SBI,Randy Robinson,XXXX3047,House,477979.47,27-04-2024,High,,,1,03-12-2024,443602.92,1586.89
Axis Bank,Paul Roth,XXXX9063,Car,389407.73,22-02-2024,Low,1,,,21-07-2024,211332.22,9698.23
ICICI Bank,Tina Herrera,XXXX1404,House,290146.08,17-09-2023,Low,1,,,09-08-2023,169963.82,4110.35
HDFC Bank,Chloe Williams,XXXX1171,Car,369894.11,07-05-2024,Low,,1,,04-06-2024,71666.97,1205.27
Kotak Mahindra,Benjamin Garza,XXXX9928,Car,177912.29,28-01-2024,High,,1,,05-08-2024,,0
SBI,Joshua West,XXXX8548,Car,495987.7,11-03-2024,Medium,,,1,05-09-2024,421108.73,14139.84
HDFC Bank,Brandi Spencer,XXXX7339,House,165612.86,23-05-2024,Medium,,,1,20-07-2024,452541.93,34509.6
Axis Bank,Garrett Luna,XXXX4235,House,255197.86,15-12-2023,Medium,1,,,10-04-2023,453630.83,40085.08
SBI,Tony Moore,XXXX4141,House,177176.38,04-03-2024,Medium,1,,,17-05-2024,127148.43,11922.33
HDFC Bank,Steven Bernard,XXXX7063,Car,344772.22,01-11-2024,Low,,1,,10-05-2024,79736.61,6596.64
Axis Bank,Raymond Thomas,XXXX4229,Car,297183.17,14-06-2024,Medium,1,,,01-10-2024,332997.81,2082.07
HDFC Bank,Lori Harris,XXXX7240,House,211237.53,27-12-2023,High,,1,,07-09-2023,157019.24,11427.79
SBI,Mary Morales,XXXX9461,House,373526.52,21-04-2025,High,,1,,16-05-2025,258818.08,26442.3
HDFC Bank,Patricia Lambert,XXXX9673,House,373490.02,18-05-2025,Medium,1,,,17-09-2025,311597.77,6493.75
HDFC Bank,Terri Torres,XXXX6020,Car,215137.15,11-08-2024,High,1,,,16-10-2024,390887.79,28346.5
Axis Bank,Christopher Floyd,XXXX7670,Car,125886.37,19-08-2023,High,1,,,27-08-2023,173767.89,12384.69
HDFC Bank,Katherine Reed,XXXX8745,House,326597.08,06-07-2024,Low,,1,,09-11-2024,110953.11,1476.88
Axis Bank,Jessica Ramirez,XXXX4461,Car,486046.15,01-02-2024,Medium,,,1,08-07-2024,,0
SBI,Holly Baker,XXXX6464,Car,65474.64,14-01-2024,Medium,1,,,13-01-2024,410410.43,44116.34
Kotak Mahindra,Edward Newton,XXXX1716,House,76277.31,24-02-2025,Medium,1,,,24-02-2025,363818.07,6352.53
Axis Bank,Jennifer Garcia,XXXX7097,Car,375661.76,03-02-2024,Medium,,1,,04-09-2024,386165.83,12212.38
HDFC Bank,Derek Robinson,XXXX9277,House,155469,10-02-2024,Low,,1,,13-05-2024,309661.72,34308.05
SBI,Kristen Dunn,XXXX3520,House,219849.11,06-07-2025,High,,1,,07-05-2025,377192.48,22173.56
ICICI Bank,Nicholas Gates,XXXX6983,Car,89279.07,05-08-2025,Medium,1,,,23-12-2025,64812.07,2505.5
Axis Bank,Paul Waters,XXXX4817,Car,421696.11,04-07-2025,High,,1,,14-06-2025,203570.78,16933.94
ICICI Bank,Paul Castillo,XXXX7235,House,209543.64,17-09-2023,Medium,1,,,12-04-2023,238332.33,764.12
ICICI Bank,Darlene Taylor,XXXX1190,Car,318374.44,28-04-2025,High,,1,,15-02-2025,,0
